row_index,C_birth,c,v,r,beta
0,2.4502979926764965,0.053082636930048464,4.462675206363201,0.14449319751001893,2.2313634254969656
1,3.676535915583372,0.053082636930048464,4.462675206363201,0.14449319751001893,2.2313634254969656
2,2.4502979926764965,0.09734078804031014,4.462675206363201,0.14449319751001893,2.2313634254969656
3,2.4502979926764965,0.053082636930048464,2.4151958636939526,0.14449319751001893,2.2313634254969656
4,2.4502979926764965,0.053082636930048464,4.462675206363201,0.20431014797650277,2.2313634254969656
5,2.4502979926764965,0.053082636930048464,4.462675206363201,0.14449319751001893,0.854178324341774
6,3.676535915583372,0.09734078804031014,2.4151958636939526,0.20431014797650277,0.854178324341774
7,3.882813774049282,0.23875584863126276,1.6748259328305721,0.18225066033191978,4.848222165368497
8,1.9239217601716518,0.23875584863126276,1.6748259328305721,0.18225066033191978,4.848222165368497
9,3.882813774049282,0.2714711459353566,1.6748259328305721,0.18225066033191978,4.848222165368497
10,3.882813774049282,0.23875584863126276,3.6653743609786034,0.18225066033191978,4.848222165368497
11,3.882813774049282,0.23875584863126276,1.6748259328305721,0.055720183486118915,4.848222165368497
12,3.882813774049282,0.23875584863126276,1.6748259328305721,0.18225066033191978,3.6283903773874044
13,1.9239217601716518,0.2714711459353566,3.6653743609786034,0.055720183486118915,3.6283903773874044
14,4.660576276481152,0.12162182377651333,3.7886878848075867,0.07293189754709602,2.77251039724797
15,2.647897567600012,0.12162182377651333,3.7886878848075867,0.07293189754709602,2.77251039724797
16,4.660576276481152,0.07286701239645481,3.7886878848075867,0.07293189754709602,2.77251039724797
17,4.660576276481152,0.12162182377651333,4.99324794113636,0.07293189754709602,2.77251039724797
18,4.660576276481152,0.12162182377651333,3.7886878848075867,0.11824186793528497,2.77251039724797
19,4.660576276481152,0.12162182377651333,3.7886878848075867,0.07293189754709602,4.829667506739497
20,2.647897567600012,0.07286701239645481,4.99324794113636,0.11824186793528497,4.829667506739497
21,1.2201715223491192,0.15143579905852675,2.075560960918665,0.28518778616562485,0.8584657893516123
22,4.892269771546125,0.15143579905852675,2.075560960918665,0.28518778616562485,0.8584657893516123
23,1.2201715223491192,0.16242211489006878,2.075560960918665,0.28518778616562485,0.8584657893516123
24,1.2201715223491192,0.15143579905852675,1.2435722686350346,0.28518778616562485,0.8584657893516123
25,1.2201715223491192,0.15143579905852675,2.075560960918665,0.2670173453632742,0.8584657893516123
26,1.2201715223491192,0.15143579905852675,2.075560960918665,0.28518778616562485,1.968957431614399
27,4.892269771546125,0.16242211489006878,1.2435722686350346,0.2670173453632742,1.968957431614399
28,1.6393653005361557,0.09289375646039844,1.4383240900933743,0.2655325231142342,1.4080171738751233
29,3.096466727554798,0.09289375646039844,1.4383240900933743,0.2655325231142342,1.4080171738751233
30,1.6393653005361557,0.0035813614726066586,1.4383240900933743,0.2655325231142342,1.4080171738751233
31,1.6393653005361557,0.09289375646039844,4.054469995200634,0.2655325231142342,1.4080171738751233
32,1.6393653005361557,0.09289375646039844,1.4383240900933743,0.1549781017936766,1.4080171738751233
33,1.6393653005361557,0.09289375646039844,1.4383240900933743,0.2655325231142342,3.148052340373397
34,3.096466727554798,0.0035813614726066586,4.054469995200634,0.1549781017936766,3.148052340373397
35,4.198911551386118,0.19887953186407684,4.666115067899227,0.10771986348554492,3.427077774889767
36,1.347738079726696,0.19887953186407684,4.666115067899227,0.10771986348554492,3.427077774889767
37,4.198911551386118,0.21530431425198912,4.666115067899227,0.10771986348554492,3.427077774889767
38,4.198911551386118,0.19887953186407684,1.8044129125773907,0.10771986348554492,3.427077774889767
39,4.198911551386118,0.19887953186407684,4.666115067899227,0.285014327801764,3.427077774889767
40,4.198911551386118,0.19887953186407684,4.666115067899227,0.10771986348554492,1.4049586802721024
41,1.347738079726696,0.21530431425198912,1.8044129125773907,0.285014327801764,1.4049586802721024
42,3.4763229824602604,0.006739819049835205,2.8110439218580723,0.21704238136298953,4.167163112200797
43,2.0639631375670433,0.006739819049835205,2.8110439218580723,0.21704238136298953,4.167163112200797
44,3.4763229824602604,0.1291270782239735,2.8110439218580723,0.21704238136298953,4.167163112200797
45,3.4763229824602604,0.006739819049835205,2.60154003277421,0.21704238136298953,4.167163112200797
46,3.4763229824602604,0.006739819049835205,2.8110439218580723,0.2224745281971991,4.167163112200797
47,3.4763229824602604,0.006739819049835205,2.8110439218580723,0.21704238136298953,2.5530905202031136
48,2.0639631375670433,0.1291270782239735,2.60154003277421,0.2224745281971991,2.5530905202031136
49,2.9090405851602554,0.2662410898134112,3.0822767317295074,0.12484168955124915,1.7259161067195237
50,4.3199570551514626,0.2662410898134112,3.0822767317295074,0.12484168955124915,1.7259161067195237
51,2.9090405851602554,0.25608930867165325,3.0822767317295074,0.12484168955124915,1.7259161067195237
52,2.9090405851602554,0.2662410898134112,3.3510928601026535,0.12484168955124915,1.7259161067195237
53,2.9090405851602554,0.2662410898134112,3.0822767317295074,0.09225850198417902,1.7259161067195237
54,2.9090405851602554,0.2662410898134112,3.0822767317295074,0.12484168955124915,4.1750749330967665
55,4.3199570551514626,0.25608930867165325,3.3510928601026535,0.09225850198417902,4.1750749330967665
56,2.7121860161423683,0.14975475668907165,2.7356588430702686,0.08948504361324013,4.6868960270658135
57,4.7394854798913,0.14975475668907165,2.7356588430702686,0.08948504361324013,4.6868960270658135
58,2.7121860161423683,0.03284341637045145,2.7356588430702686,0.08948504361324013,4.6868960270658135
59,2.7121860161423683,0.14975475668907165,4.420901007950306,0.08948504361324013,4.6868960270658135
60,2.7121860161423683,0.14975475668907165,2.7356588430702686,0.16327185831032692,4.6868960270658135
61,2.7121860161423683,0.14975475668907165,2.7356588430702686,0.08948504361324013,1.6271672248840332
62,4.7394854798913,0.03284341637045145,4.420901007950306,0.16327185831032692,1.6271672248840332
63,3.1527021788060665,0.17956917118281127,3.4019264429807663,0.2528832563664764,2.663433921057731
64,2.988185666501522,0.17956917118281127,3.4019264429807663,0.2528832563664764,2.663433921057731
65,3.1527021788060665,0.19768719607964158,3.4019264429807663,0.2528832563664764,2.663433921057731
66,3.1527021788060665,0.17956917118281127,1.6713803373277187,0.2528832563664764,2.663433921057731
67,3.1527021788060665,0.17956917118281127,3.4019264429807663,0.27670531296171247,2.663433921057731
68,3.1527021788060665,0.17956917118281127,3.4019264429807663,0.2528832563664764,4.538708379492164
69,2.988185666501522,0.19768719607964158,1.6713803373277187,0.27670531296171247,4.538708379492164
70,4.422072347253561,0.06247001392766833,1.0146895460784435,0.14359506983309983,0.7291372646577656
71,1.709518663585186,0.06247001392766833,1.0146895460784435,0.14359506983309983,0.7291372646577656
72,4.422072347253561,0.1326811040751636,1.0146895460784435,0.14359506983309983,0.7291372646577656
73,4.422072347253561,0.06247001392766833,2.9992534406483173,0.14359506983309983,0.7291372646577656
74,4.422072347253561,0.06247001392766833,1.0146895460784435,0.21418363503180443,0.7291372646577656
75,4.422072347253561,0.06247001392766833,1.0146895460784435,0.14359506983309983,3.3558152448385954
76,1.709518663585186,0.1326811040751636,2.9992534406483173,0.21418363503180443,3.3558152448385954
77,1.989414282143116,0.2481439330615103,4.849398858845234,0.23014917336404322,3.1747804107144475
78,3.9534351900219917,0.2481439330615103,4.849398858845234,0.23014917336404322,3.1747804107144475
79,1.989414282143116,0.23151420168578624,4.849398858845234,0.23014917336404322,3.1747804107144475
80,1.989414282143116,0.2481439330615103,3.249277889728546,0.23014917336404322,3.1747804107144475
81,1.989414282143116,0.2481439330615103,4.849398858845234,0.10056465440429747,3.1747804107144475
82,1.989414282143116,0.2481439330615103,4.849398858845234,0.23014917336404322,0.6346315369009972
83,3.9534351900219917,0.23151420168578624,3.249277889728546,0.10056465440429747,0.6346315369009972
84,1.4012771733105183,0.03487491058185697,3.72686405479908,0.19462509006261824,3.8734325421974063
85,4.034386973828077,0.03487491058185697,3.72686405479908,0.19462509006261824,3.8734325421974063
86,1.4012771733105183,0.08917679479345679,3.72686405479908,0.19462509006261824,3.8734325421974063
87,1.4012771733105183,0.03487491058185697,2.048764433711767,0.19462509006261824,3.8734325421974063
88,1.4012771733105183,0.03487491058185697,3.72686405479908,0.18135364884510635,3.8734325421974063
89,1.4012771733105183,0.03487491058185697,3.72686405479908,0.19462509006261824,3.9209039118140936
90,4.034386973828077,0.08917679479345679,2.048764433711767,0.18135364884510635,3.9209039118140936
91,4.968699812889099,0.29437688654288646,2.3774914033710957,0.1630027351900935,1.2521819532848895
92,2.2870294116437435,0.29437688654288646,2.3774914033710957,0.1630027351900935,1.2521819532848895
93,4.968699812889099,0.29142770245671273,2.3774914033710957,0.1630027351900935,1.2521819532848895
94,4.968699812889099,0.29437688654288646,3.7984073534607887,0.1630027351900935,1.2521819532848895
95,4.968699812889099,0.29437688654288646,2.3774914033710957,0.07866142336279154,1.2521819532848895
96,4.968699812889099,0.29437688654288646,2.3774914033710957,0.1630027351900935,2.315139353275299
97,2.2870294116437435,0.29142770245671273,3.7984073534607887,0.07866142336279154,2.315139353275299
98,3.7379020154476166,0.10227440390735865,4.021565534174442,0.2722947960253805,2.1314843320287764
99,1.0004957877099514,0.10227440390735865,4.021565534174442,0.2722947960253805,2.1314843320287764
100,3.7379020154476166,0.038848507963120935,4.021565534174442,0.2722947960253805,2.1314843320287764
101,3.7379020154476166,0.10227440390735865,4.59553399682045,0.2722947960253805,2.1314843320287764
102,3.7379020154476166,0.10227440390735865,4.021565534174442,0.14120122576132416,2.1314843320287764
103,3.7379020154476166,0.10227440390735865,4.021565534174442,0.2722947960253805,1.0793755874037743
104,1.0004957877099514,0.038848507963120935,4.59553399682045,0.14120122576132416,1.0793755874037743
105,2.178246159106493,0.20826061628758907,1.8719151131808758,0.053964834613725546,4.049917570315301
106,3.256212841719389,0.20826061628758907,1.8719151131808758,0.053964834613725546,4.049917570315301
107,2.178246159106493,0.17527420045807957,1.8719151131808758,0.053964834613725546,4.049917570315301
108,2.178246159106493,0.20826061628758907,1.345387775450945,0.053964834613725546,4.049917570315301
109,2.178246159106493,0.20826061628758907,1.8719151131808758,0.24407324586063622,4.049917570315301
110,2.178246159106493,0.20826061628758907,1.8719151131808758,0.053964834613725546,2.840886367484927
111,3.256212841719389,0.17527420045807957,1.345387775450945,0.24407324586063622,2.840886367484927
112,2.0083360821008682,0.10708903893828392,3.3286920450627804,0.20644736285321413,0.9749311143532395
113,2.4787180610001087,0.10708903893828392,3.3286920450627804,0.20644736285321413,0.9749311143532395
114,2.0083360821008682,0.2800693024881184,3.3286920450627804,0.20644736285321413,0.9749311143532395
115,2.0083360821008682,0.10708903893828392,4.6812167055904865,0.20644736285321413,0.9749311143532395
116,2.0083360821008682,0.10708903893828392,3.3286920450627804,0.2753246302716434,0.9749311143532395
117,2.0083360821008682,0.10708903893828392,3.3286920450627804,0.20644736285321413,1.4856450301595032
118,2.4787180610001087,0.2800693024881184,4.6812167055904865,0.2753246302716434,1.4856450301595032
119,3.5757598616182804,0.22214762773364782,2.556971363723278,0.11993807083927095,2.9988365811295807
120,4.231354925781488,0.22214762773364782,2.556971363723278,0.11993807083927095,2.9988365811295807
121,3.5757598616182804,0.1058063356205821,2.556971363723278,0.11993807083927095,2.9988365811295807
122,3.5757598616182804,0.22214762773364782,1.431572437286377,0.11993807083927095,2.9988365811295807
123,3.5757598616182804,0.22214762773364782,2.556971363723278,0.17244996801018714,2.9988365811295807
124,3.5757598616182804,0.22214762773364782,2.556971363723278,0.11993807083927095,3.273780489806086
125,4.231354925781488,0.1058063356205821,1.431572437286377,0.17244996801018714,3.273780489806086
126,4.8456943072378635,0.02097158906981349,4.920711252838373,0.2604877596721053,4.863612324465066
127,3.4467875994741917,0.02097158906981349,4.920711252838373,0.2604877596721053,4.863612324465066
128,4.8456943072378635,0.15439659208059311,4.920711252838373,0.2604877596721053,4.863612324465066
129,4.8456943072378635,0.02097158906981349,2.228196032345295,0.2604877596721053,4.863612324465066
130,4.8456943072378635,0.02097158906981349,4.920711252838373,0.1099106471054256,4.863612324465066
131,4.8456943072378635,0.02097158906981349,4.920711252838373,0.2604877596721053,4.340493606869131
132,3.4467875994741917,0.15439659208059311,2.228196032345295,0.1099106471054256,4.340493606869131
